work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level/Expert,Full-Time,Data Engineer,217000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,185000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,202800,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Analyst,104300,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Analyst,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,65000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,165000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,132300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,179170,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,94300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,152500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,116450,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,247300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,133800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,203000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,133000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Research Scientist,220000,US,50,US,L
2022,Entry-level/Junior,Full-Time,Machine Learning Engineer,56536,CH,100,CH,S
2023,Senior-level/Expert,Full-Time,Data Scientist,150000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,289800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,214000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,179820,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,143860,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,283200,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,188800,US,100,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,289800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,214200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,185900,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,129300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,252000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,129000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,155000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,161800,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,141600,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,342300,US,0,US,L
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,176100,US,0,US,L
2023,Mid-level/Intermediate,Full-Time,Data Engineer,100000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,70000,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Engineer,85000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Engineer,65000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,138784,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,83270,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,75000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,70000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,204500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,138900,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,318300,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,212200,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,95000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,75000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,195000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,160000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,230000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,143200,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,100000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,70000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,105000,US,50,US,L
2023,Mid-level/Intermediate,Full-Time,Data Scientist,20670,IN,100,IN,L
2023,Mid-level/Intermediate,Full-Time,Data Analyst,46178,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,42533,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Engineer,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,115000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,168400,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,105200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,309400,US,0,US,L
2023,Senior-level/Expert,Full-Time,Applied Scientist,159100,US,0,US,L
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,190000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,150000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,162500,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,130000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,150000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,120000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,222200,US,0,US,L
2023,Senior-level/Expert,Full-Time,Applied Scientist,136000,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Analyst,54685,CF,100,CF,M
2023,Senior-level/Expert,Full-Time,Data Analyst,42533,CF,100,CF,M
2023,Senior-level/Expert,Full-Time,Data Engineer,241000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,155000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,220000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,190000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,66837,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,54685,GB,0,GB,M
2020,Executive-level/Director,Full-Time,Data Analyst,15000,NG,0,CA,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,85066,GB,100,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,57723,GB,100,GB,M
2023,Entry-level/Junior,Full-Time,Data Analyst,85000,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,75000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,160000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,140000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,300000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,250000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,228000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,186000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,190000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,170000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Research Engineer,230000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Research Engineer,200000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,180000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,115000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,200000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,115000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,53654,FR,50,FR,S
2023,Executive-level/Director,Full-Time,Data Engineer,220000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,205000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,180000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,130000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,200000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,150000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,215000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,170000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,247500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,172200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,224000,CA,0,CA,M
2023,Senior-level/Expert,Full-Time,Data Scientist,176000,CA,0,CA,M
2023,Senior-level/Expert,Full-Time,Data Analyst,120000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,75000,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Engineer,17022,IN,100,IN,L
2023,Senior-level/Expert,Full-Time,Data Scientist,68318,AU,100,FI,M
2023,Mid-level/Intermediate,Full-Time,Applied Scientist,75020,FI,0,FI,M
2023,Senior-level/Expert,Full-Time,Data Analyst,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,128000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,81500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,115000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,185000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,140000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Science Manager,329500,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Science Manager,269600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,100000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,80000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,250000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,162500,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Applied Scientist,200000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,100000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,145000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,115000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,203500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,152000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,239000,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Scientist,122900,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Scientist,237000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,191765,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,134236,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,190000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,112000,US,100,US,M
2022,Senior-level/Expert,Full-Time,Data Scientist,88256,ES,100,GB,L
2023,Entry-level/Junior,Full-Time,Data Engineer,85000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Engineer,65000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,135000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,105500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,293000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,185000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,80000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,70000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,220000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,160000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,175000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,145000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,200000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,148500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,48289,ES,0,ES,M
2023,Senior-level/Expert,Full-Time,Data Scientist,38631,ES,0,ES,M
2023,Senior-level/Expert,Full-Time,Data Engineer,240500,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Engineer,123700,US,0,US,L
2023,Senior-level/Expert,Full-Time,Analytics Engineer,152900,US,100,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,117100,US,100,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,173000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,113000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,260000,US,0,US,L
2023,Senior-level/Expert,Full-Time,Applied Scientist,136000,US,0,US,L
2023,Executive-level/Director,Full-Time,Data Engineer,175000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,110000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,260000,US,0,US,L
2023,Senior-level/Expert,Full-Time,Applied Scientist,136000,US,0,US,L
2023,Senior-level/Expert,Full-Time,Research Scientist,130000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,110000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,205000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,184000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,149500,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,127075,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,195000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,160000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,219535,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,146115,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,170000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,135000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,175000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,145000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,199000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,162000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,222200,US,0,US,L
2023,Senior-level/Expert,Full-Time,Applied Scientist,136000,US,0,US,L
2023,Executive-level/Director,Full-Time,Analytics Engineer,221000,US,100,US,M
2023,Executive-level/Director,Full-Time,Analytics Engineer,153000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,187000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,128000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,210000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,136000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,175000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,100000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,179000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,109000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,245000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,180000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,142000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,75000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,198800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,105200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,125000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,112000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,210000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,155000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,115000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,86000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,165000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,139000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,106000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,40663,CA,0,CA,L
2022,Senior-level/Expert,Full-Time,Applied Scientist,275000,CA,0,CA,S
2023,Senior-level/Expert,Freelance,Research Scientist,50000,UA,50,UA,S
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,280700,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,150450,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Scientist,51753,CA,100,CA,L
2023,Senior-level/Expert,Full-Time,Data Architect,250500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,159500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,115000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,120000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Scientist,130001,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Scientist,71907,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,93918,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,51962,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,175000,CA,100,CA,M
2023,Senior-level/Expert,Full-Time,Data Analyst,135000,CA,100,CA,M
2023,Entry-level/Junior,Full-Time,Data Engineer,85000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Engineer,65000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,257000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,147000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,222000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,175000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,203000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,133200,US,100,US,M
2023,Entry-level/Junior,Full-Time,Applied Scientist,213660,US,0,US,L
2023,Entry-level/Junior,Full-Time,Applied Scientist,130760,US,0,US,L
2023,Senior-level/Expert,Full-Time,Data Engineer,221000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,147000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,100000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,80000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,185900,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,129300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,238000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,156000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,304000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,199000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,48289,ES,100,ES,M
2023,Senior-level/Expert,Full-Time,Data Engineer,150000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,130000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,140000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,110000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,90000,US,0,US,M
